Time,Temperature (°C),Relative Humidity (%),Apparent Temperature (°C),Precipitation (mm),Weather Code (WMO),Cloud Cover (%),Wind Speed 10m (km/h),Wind Direction 10m (°),Day/Night,Shortwave Radiation (W/m²)
2024-01-01T00:00,13.4,72,11.8,0.0,3,100,8.1,58,Night,0.0
2024-01-01T01:00,12.8,72,11.2,0.0,3,93,7.0,55,Night,0.0
2024-01-01T02:00,12.3,69,10.6,0.0,3,100,5.7,55,Night,0.0
2024-01-01T03:00,11.2,70,9.7,0.0,3,100,4.1,52,Night,0.0
2024-01-01T04:00,10.7,72,9.1,0.0,2,65,3.6,53,Night,0.0
2024-01-01T05:00,9.3,79,7.5,0.0,0,5,5.5,67,Night,0.0
2024-01-01T06:00,9.3,76,7.5,0.0,0,2,4.8,77,Night,0.0
2024-01-01T07:00,9.3,76,7.6,0.0,0,6,4.4,81,Day,0.0
2024-01-01T08:00,9.9,74,8.2,0.0,0,8,4.0,85,Day,138.8
2024-01-01T09:00,11.5,67,9.5,0.0,0,7,6.3,77,Day,320.2
2024-01-01T10:00,12.7,62,10.7,0.0,0,11,6.1,87,Day,474.2
2024-01-01T11:00,13.9,57,11.7,0.0,0,9,7.6,93,Day,592.8
2024-01-01T12:00,15.0,53,13.0,0.0,0,13,9.4,97,Day,645.1
2024-01-01T13:00,15.3,51,12.7,0.0,0,12,12.0,99,Day,602.8
2024-01-01T14:00,15.2,49,12.1,0.0,0,15,13.2,101,Day,535.5
2024-01-01T15:00,14.5,50,11.3,0.0,0,4,12.8,100,Day,384.7
2024-01-01T16:00,13.4,55,10.5,0.0,0,0,11.4,103,Day,218.4
2024-01-01T17:00,12.0,64,9.6,0.0,0,0,8.6,105,Day,42.8
2024-01-01T18:00,10.2,76,8.6,0.0,0,0,4.6,108,Night,0.0
2024-01-01T19:00,9.3,80,7.6,0.0,0,0,5.5,101,Night,0.0
2024-01-01T20:00,10.4,73,9.0,0.0,0,2,2.8,50,Night,0.0
2024-01-01T21:00,11.0,73,9.8,0.0,0,2,2.1,31,Night,0.0
2024-01-01T22:00,10.6,76,9.4,0.0,0,3,2.4,27,Night,0.0
2024-01-01T23:00,10.1,81,9.0,0.0,0,4,2.2,9,Night,0.0
2024-01-02T00:00,9.2,88,8.2,0.0,0,11,2.6,344,Night,0.0
2024-01-02T01:00,7.5,99,6.3,0.0,0,17,4.1,322,Night,0.0
2024-01-02T02:00,6.4,100,4.6,0.0,3,97,6.4,317,Night,0.0
2024-01-02T03:00,5.7,100,3.6,0.0,1,21,7.1,311,Night,0.0
2024-01-02T04:00,5.4,99,3.2,0.0,0,15,6.9,309,Night,0.0
2024-01-02T05:00,5.4,95,3.1,0.0,0,6,6.9,309,Night,0.0
2024-01-02T06:00,6.7,93,4.7,0.0,0,2,6.3,301,Night,0.0
2024-01-02T07:00,5.9,94,3.6,0.0,0,1,7.2,297,Day,0.0
2024-01-02T08:00,9.0,85,7.4,0.0,0,1,5.3,298,Day,139.4
2024-01-02T09:00,11.3,74,9.8,0.0,0,14,4.6,309,Day,305.2
2024-01-02T10:00,14.0,63,12.9,0.0,0,0,3.1,315,Day,479.0
2024-01-02T11:00,15.9,58,15.2,0.0,0,0,1.5,45,Day,600.5
2024-01-02T12:00,17.3,55,17.1,0.0,0,0,2.4,117,Day,650.4
2024-01-02T13:00,18.4,53,18.0,0.0,0,0,4.4,125,Day,629.4
2024-01-02T14:00,18.9,52,17.8,0.0,0,0,6.7,126,Day,541.4
2024-01-02T15:00,18.8,52,17.2,0.0,0,0,9.0,127,Day,398.9
2024-01-02T16:00,18.2,55,16.4,0.0,0,5,10.3,126,Day,221.2
2024-01-02T17:00,16.4,62,15.1,0.0,0,12,7.4,137,Day,44.2
2024-01-02T18:00,13.9,74,12.9,0.0,3,96,6.2,144,Night,0.0
2024-01-02T19:00,14.4,72,13.7,0.0,3,100,4.0,185,Night,0.0
2024-01-02T20:00,13.2,81,12.5,0.0,3,83,4.6,225,Night,0.0
2024-01-02T21:00,13.2,89,13.2,0.9,53,88,3.1,249,Night,0.0
2024-01-02T22:00,13.2,87,13.2,0.0,2,78,2.6,196,Night,0.0
2024-01-02T23:00,13.7,82,13.6,0.0,3,100,2.2,180,Night,0.0
2024-01-03T00:00,13.8,82,14.0,0.0,3,100,0.7,180,Night,0.0
2024-01-03T01:00,13.0,90,13.1,0.0,0,9,2.2,180,Night,0.0
2024-01-03T02:00,13.1,87,12.9,0.0,1,26,3.4,238,Night,0.0
2024-01-03T03:00,13.0,87,12.8,0.0,1,45,4.0,265,Night,0.0
2024-01-03T04:00,11.3,91,10.3,0.0,1,31,7.0,282,Night,0.0
2024-01-03T05:00,11.2,85,9.9,0.0,0,1,6.7,286,Night,0.0
2024-01-03T06:00,10.7,83,8.9,0.0,0,5,8.8,289,Night,0.0
2024-01-03T07:00,9.9,86,8.0,0.0,1,24,8.4,290,Day,0.0
2024-01-03T08:00,10.9,80,8.8,0.0,0,14,10.6,288,Day,107.2
2024-01-03T09:00,13.3,71,11.3,0.0,0,18,10.7,290,Day,260.9
2024-01-03T10:00,14.4,67,12.2,0.0,0,9,12.1,297,Day,410.9
2024-01-03T11:00,15.1,63,12.6,0.0,1,28,13.7,300,Day,523.8
2024-01-03T12:00,16.2,58,13.8,0.0,1,49,14.2,300,Day,599.6
2024-01-03T13:00,17.5,51,15.0,0.0,0,6,15.3,294,Day,603.3
2024-01-03T14:00,18.5,46,15.7,0.0,0,5,14.8,293,Day,532.4
2024-01-03T15:00,19.3,43,17.2,0.0,0,16,8.2,293,Day,391.5
2024-01-03T16:00,18.0,46,15.6,0.0,2,69,10.0,111,Day,207.4
2024-01-03T17:00,13.9,70,11.5,0.0,0,18,14.4,112,Day,42.3
2024-01-03T18:00,11.4,81,10.0,0.0,0,18,6.4,133,Night,0.0
2024-01-03T19:00,13.0,69,11.8,0.0,1,22,3.6,135,Night,0.0
2024-01-03T20:00,12.7,68,11.7,0.0,0,15,1.8,360,Night,0.0
2024-01-03T21:00,12.8,75,12.0,0.0,2,53,3.1,21,Night,0.0
2024-01-03T22:00,12.7,76,11.8,0.0,2,78,3.4,18,Night,0.0
2024-01-03T23:00,10.2,85,8.7,0.0,3,82,6.4,38,Night,0.0
2024-01-04T00:00,9.7,87,8.1,0.0,0,13,6.9,43,Night,0.0
2024-01-04T01:00,8.8,86,6.8,0.0,0,1,8.2,49,Night,0.0
2024-01-04T02:00,8.3,78,5.8,0.0,0,0,8.4,43,Night,0.0
2024-01-04T03:00,10.9,64,8.7,0.0,0,0,5.5,11,Night,0.0
2024-01-04T04:00,8.3,76,6.2,0.0,0,0,5.5,349,Night,0.0
2024-01-04T05:00,7.1,84,5.0,0.0,0,0,5.6,333,Night,0.0
2024-01-04T06:00,6.1,95,4.1,0.0,0,0,6.3,329,Night,0.0
2024-01-04T07:00,4.4,100,1.8,0.0,0,0,8.2,331,Day,0.0
2024-01-04T08:00,7.7,89,5.8,0.0,0,0,6.8,328,Day,149.4
2024-01-04T09:00,10.7,61,8.2,0.0,0,3,7.0,339,Day,343.9
2024-01-04T10:00,12.2,50,9.2,0.0,0,7,8.4,40,Day,474.8
2024-01-04T11:00,13.2,48,10.4,0.0,0,17,8.2,61,Day,604.1
2024-01-04T12:00,14.1,47,11.8,0.0,0,16,7.6,71,Day,631.5
2024-01-04T13:00,14.9,46,12.7,0.0,0,10,8.4,83,Day,627.0
2024-01-04T14:00,15.2,45,12.7,0.0,0,2,8.6,90,Day,554.1
2024-01-04T15:00,15.2,45,12.3,0.0,0,0,9.4,94,Day,421.3
2024-01-04T16:00,14.6,47,11.7,0.0,0,0,9.3,103,Day,238.9
2024-01-04T17:00,12.9,57,10.8,0.0,0,0,5.2,106,Day,51.1
2024-01-04T18:00,12.8,59,11.0,0.0,0,0,4.3,85,Night,0.0
2024-01-04T19:00,11.9,69,10.7,0.0,0,0,2.2,360,Night,0.0
2024-01-04T20:00,10.8,80,9.8,0.0,0,0,3.0,346,Night,0.0
2024-01-04T21:00,10.3,89,9.7,0.0,0,4,1.6,333,Night,0.0
2024-01-04T22:00,9.4,96,8.6,0.0,0,1,3.8,319,Night,0.0
2024-01-04T23:00,8.9,97,7.7,0.0,0,0,5.6,315,Night,0.0
2024-01-05T00:00,6.7,98,4.7,0.0,0,6,7.5,305,Night,0.0
2024-01-05T01:00,8.7,92,7.2,0.0,0,2,5.6,297,Night,0.0
2024-01-05T02:00,8.7,90,7.2,0.0,0,0,5.1,278,Night,0.0
2024-01-05T03:00,7.0,94,5.1,0.0,0,1,6.7,286,Night,0.0
2024-01-05T04:00,6.7,94,4.6,0.0,0,5,7.4,284,Night,0.0
2024-01-05T05:00,6.3,95,4.2,0.0,0,8,7.3,281,Night,0.0
2024-01-05T06:00,5.7,96,3.4,0.0,0,11,8.1,283,Night,0.0
2024-01-05T07:00,5.2,97,2.6,0.0,0,15,8.9,284,Day,0.0
2024-01-05T08:00,8.6,85,6.9,0.0,1,26,5.6,255,Day,120.7
2024-01-05T09:00,11.7,74,10.1,0.0,1,31,5.6,310,Day,281.7
2024-01-05T10:00,14.6,62,13.4,0.0,1,40,3.6,315,Day,438.5
2024-01-05T11:00,16.7,54,15.6,0.0,1,30,3.6,323,Day,495.2
2024-01-05T12:00,18.6,48,17.8,0.0,0,1,3.5,336,Day,604.1
2024-01-05T13:00,19.9,43,19.5,0.0,0,0,2.3,18,Day,632.1
2024-01-05T14:00,20.6,41,19.9,0.0,0,0,1.5,76,Day,550.6
2024-01-05T15:00,20.7,41,19.6,0.0,0,0,2.4,117,Day,409.6
2024-01-05T16:00,20.4,43,19.4,0.0,0,1,2.0,135,Day,228.9
2024-01-05T17:00,19.4,48,18.3,0.0,0,5,4.3,114,Day,49.2
2024-01-05T18:00,15.2,62,13.6,0.0,0,3,7.5,125,Night,0.0
2024-01-05T19:00,13.1,82,12.1,0.0,0,2,7.3,110,Night,0.0
2024-01-05T20:00,13.8,80,13.4,0.0,0,0,4.1,52,Night,0.0
2024-01-05T21:00,13.5,85,13.5,0.0,0,2,1.8,53,Night,0.0
2024-01-05T22:00,13.1,88,13.4,0.0,0,5,0.7,270,Night,0.0
2024-01-05T23:00,12.7,90,12.6,0.0,0,4,3.3,264,Night,0.0
2024-01-06T00:00,12.2,92,12.1,0.0,0,1,2.9,277,Night,0.0
2024-01-06T01:00,11.8,95,11.6,0.0,0,0,3.2,270,Night,0.0
2024-01-06T02:00,11.3,97,11.0,0.0,0,2,4.0,280,Night,0.0
2024-01-06T03:00,10.8,99,10.4,0.0,0,0,4.4,279,Night,0.0
2024-01-06T04:00,10.4,100,9.9,0.0,3,98,4.3,265,Night,0.0
2024-01-06T05:00,10.1,100,9.7,0.0,3,98,3.8,253,Night,0.0
2024-01-06T06:00,10.0,98,9.4,0.0,1,48,4.0,260,Night,0.0
2024-01-06T07:00,8.9,100,8.1,0.0,1,20,3.8,253,Day,0.0
2024-01-06T08:00,10.4,96,10.0,0.0,0,0,3.0,256,Day,128.3
2024-01-06T09:00,14.2,74,13.8,0.0,0,0,2.5,315,Day,315.0
2024-01-06T10:00,16.8,61,16.3,0.0,0,7,2.7,337,Day,482.0
2024-01-06T11:00,18.8,54,18.4,0.0,0,1,1.6,27,Day,590.6
2024-01-06T12:00,20.3,50,20.5,0.0,0,0,1.8,90,Day,648.2
2024-01-06T13:00,21.2,48,21.2,0.0,0,2,4.2,110,Day,630.4
2024-01-06T14:00,21.5,48,20.5,0.0,0,17,6.6,112,Day,510.9
2024-01-06T15:00,20.8,50,19.3,0.0,0,11,10.6,114,Day,354.4
2024-01-06T16:00,18.4,54,16.0,0.0,0,16,15.2,112,Day,188.4
2024-01-06T17:00,16.3,57,14.8,0.0,0,7,6.2,111,Day,49.7
2024-01-06T18:00,14.9,62,13.5,0.0,0,2,5.4,138,Night,0.0
2024-01-06T19:00,15.1,60,13.8,0.0,0,1,4.5,119,Night,0.0
2024-01-06T20:00,14.1,65,13.0,0.0,0,7,3.6,96,Night,0.0
2024-01-06T21:00,14.0,70,13.5,0.0,1,22,1.1,360,Night,0.0
2024-01-06T22:00,13.3,75,12.5,0.0,0,6,3.4,342,Night,0.0
2024-01-06T23:00,12.4,82,11.6,0.0,0,11,4.8,333,Night,0.0
2024-01-07T00:00,10.5,90,9.4,0.0,1,25,5.9,313,Night,0.0
2024-01-07T01:00,11.1,90,10.5,0.0,1,41,3.8,319,Night,0.0
2024-01-07T02:00,10.6,95,10.1,0.0,3,100,3.3,311,Night,0.0
2024-01-07T03:00,9.8,98,9.3,0.0,3,100,2.6,286,Night,0.0
2024-01-07T04:00,9.6,98,9.2,0.0,3,100,2.3,288,Night,0.0
2024-01-07T05:00,10.2,97,9.8,0.0,3,100,2.7,293,Night,0.0
2024-01-07T06:00,10.8,91,10.4,0.0,3,100,1.8,281,Night,0.0
2024-01-07T07:00,12.1,78,11.6,0.0,3,97,0.8,297,Day,0.0
2024-01-07T08:00,12.5,73,11.7,0.0,3,96,1.8,79,Day,73.5
2024-01-07T09:00,13.6,65,12.4,0.0,2,66,3.2,90,Day,268.0
2024-01-07T10:00,14.7,61,13.0,0.0,1,35,6.8,90,Day,451.4
2024-01-07T11:00,16.1,56,13.7,0.0,3,80,11.2,84,Day,523.3
2024-01-07T12:00,16.5,55,14.1,0.0,2,68,11.9,90,Day,536.1
2024-01-07T13:00,16.9,54,14.6,0.0,2,68,11.5,92,Day,487.9
2024-01-07T14:00,16.7,55,14.3,0.0,3,97,12.3,93,Day,406.9
2024-01-07T15:00,15.8,57,13.2,0.0,3,81,13.1,98,Day,284.3
2024-01-07T16:00,14.8,60,12.3,0.0,0,17,11.6,106,Day,188.1
2024-01-07T17:00,13.5,65,11.4,0.0,1,21,9.3,106,Day,48.9
2024-01-07T18:00,12.0,74,10.3,0.0,1,24,7.1,105,Night,0.0
2024-01-07T19:00,10.5,81,9.0,0.0,1,40,5.8,83,Night,0.0
2024-01-07T20:00,9.8,82,8.2,0.0,1,34,6.1,45,Night,0.0
2024-01-07T21:00,10.8,80,9.5,0.0,3,90,4.7,32,Night,0.0
2024-01-07T22:00,9.9,80,8.3,0.0,2,51,5.8,22,Night,0.0
2024-01-07T23:00,9.4,79,7.5,0.0,1,35,6.3,24,Night,0.0
2024-01-08T00:00,8.6,82,6.5,0.0,1,45,6.8,32,Night,0.0
2024-01-08T01:00,8.9,81,7.0,0.0,2,52,5.9,14,Night,0.0
2024-01-08T02:00,9.7,78,8.0,0.0,3,91,5.4,4,Night,0.0
2024-01-08T03:00,10.1,76,8.2,0.0,3,99,6.5,341,Night,0.0
2024-01-08T04:00,9.8,78,8.0,0.0,3,94,6.0,327,Night,0.0
2024-01-08T05:00,9.8,76,8.0,0.0,3,87,5.7,325,Night,0.0
2024-01-08T06:00,9.7,77,8.0,0.0,3,100,4.5,346,Night,0.0
2024-01-08T07:00,9.4,80,8.0,0.0,3,100,3.4,342,Day,0.0
2024-01-08T08:00,10.4,74,8.6,0.0,3,85,5.4,340,Day,70.0
2024-01-08T09:00,12.1,68,10.7,0.0,3,100,3.6,360,Day,208.1
2024-01-08T10:00,13.2,64,11.8,0.0,3,93,3.3,347,Day,326.1
2024-01-08T11:00,14.8,59,13.6,0.0,3,88,2.6,16,Day,437.8
2024-01-08T12:00,15.9,55,14.5,0.0,3,100,4.0,63,Day,488.2
2024-01-08T13:00,16.3,54,14.8,0.0,3,93,5.4,98,Day,403.0
2024-01-08T14:00,16.0,56,14.5,0.1,51,100,5.8,112,Day,210.5
2024-01-08T15:00,14.3,79,13.9,1.0,55,100,4.7,99,Day,36.6
2024-01-08T16:00,13.8,80,13.6,0.9,53,99,3.0,76,Day,27.5
2024-01-08T17:00,13.4,84,13.5,2.5,63,91,1.3,56,Day,20.2
2024-01-08T18:00,12.7,86,12.3,0.9,53,100,4.0,95,Night,0.0
2024-01-08T19:00,12.7,89,12.6,0.1,51,100,2.6,74,Night,0.0
2024-01-08T20:00,12.5,90,12.5,0.2,51,100,2.2,81,Night,0.0
2024-01-08T21:00,12.5,93,12.7,0.1,51,99,1.5,76,Night,0.0
2024-01-08T22:00,11.9,92,11.8,0.0,3,100,2.5,90,Night,0.0
2024-01-08T23:00,12.4,87,12.3,0.0,3,100,1.1,108,Night,0.0
2024-01-09T00:00,12.4,87,12.2,0.0,1,44,2.3,108,Night,0.0
2024-01-09T01:00,12.2,88,11.8,0.0,2,53,3.3,131,Night,0.0
2024-01-09T02:00,12.0,89,11.7,0.2,51,91,3.1,144,Night,0.0
2024-01-09T03:00,11.9,91,11.8,0.1,51,100,1.5,135,Night,0.0
2024-01-09T04:00,11.8,91,11.7,0.2,51,99,2.4,153,Night,0.0
2024-01-09T05:00,11.9,91,12.0,0.1,51,100,0.8,207,Night,0.0
2024-01-09T06:00,12.0,91,12.0,0.0,3,100,1.6,117,Night,0.0
2024-01-09T07:00,10.9,97,10.5,0.1,51,92,4.0,170,Day,0.0
2024-01-09T08:00,12.0,95,12.1,0.2,51,100,2.0,135,Day,77.5
2024-01-09T09:00,12.9,93,13.4,0.3,51,85,0.5,135,Day,106.0
2024-01-09T10:00,14.0,85,14.1,0.1,51,100,3.1,306,Day,227.0
2024-01-09T11:00,15.0,81,15.0,0.0,3,100,3.5,336,Day,240.9
2024-01-09T12:00,16.0,77,16.3,0.0,3,100,2.5,360,Day,301.4
2024-01-09T13:00,17.0,73,17.3,0.0,3,100,2.7,23,Day,347.3
2024-01-09T14:00,16.7,75,16.9,0.0,3,100,3.1,45,Day,137.0
2024-01-09T15:00,16.4,77,16.5,0.2,51,100,4.5,119,Day,95.0
2024-01-09T16:00,15.6,84,15.7,0.3,51,100,5.7,145,Day,38.3
2024-01-09T17:00,14.7,90,15.0,0.1,51,74,4.7,148,Day,9.1
2024-01-09T18:00,14.9,85,15.3,0.0,2,50,2.9,120,Night,0.0
2024-01-09T19:00,14.7,87,15.4,0.0,2,76,0.4,270,Night,0.0
2024-01-09T20:00,14.4,88,15.2,0.0,0,19,0.4,270,Night,0.0
2024-01-09T21:00,14.7,89,15.1,0.2,51,31,4.2,290,Night,0.0
2024-01-09T22:00,12.5,94,12.0,0.0,1,29,6.7,324,Night,0.0
2024-01-09T23:00,11.1,96,10.1,0.0,1,23,8.5,298,Night,0.0
2024-01-10T00:00,10.6,97,9.6,0.0,1,29,7.6,289,Night,0.0
2024-01-10T01:00,10.6,98,9.7,0.0,1,38,6.6,292,Night,0.0
2024-01-10T02:00,10.5,97,9.4,0.0,2,69,7.4,299,Night,0.0
2024-01-10T03:00,11.1,97,10.5,0.0,0,15,5.7,305,Night,0.0
2024-01-10T04:00,9.6,98,8.2,0.0,1,25,8.6,303,Night,0.0
2024-01-10T05:00,11.5,95,10.9,0.0,1,43,5.9,317,Night,0.0
2024-01-10T06:00,11.5,95,11.2,0.0,2,54,3.6,307,Night,0.0
2024-01-10T07:00,10.7,98,10.2,0.0,2,51,4.1,315,Day,0.0
2024-01-10T08:00,11.3,96,10.7,0.0,2,70,5.5,302,Day,94.2
2024-01-10T09:00,13.3,89,13.1,0.0,0,16,4.8,318,Day,284.9
2024-01-10T10:00,15.5,80,15.4,0.0,1,21,5.1,315,Day,463.2
2024-01-10T11:00,17.4,68,16.9,0.0,0,17,6.1,310,Day,551.6
2024-01-10T12:00,19.0,57,18.6,0.0,0,19,6.1,310,Day,619.3
2024-01-10T13:00,20.1,49,19.2,0.0,0,11,6.3,301,Day,577.5
2024-01-10T14:00,21.0,35,19.2,0.0,0,0,6.2,324,Day,548.4
2024-01-10T15:00,20.6,26,17.8,0.0,0,0,5.0,21,Day,435.1
2024-01-10T16:00,18.8,35,16.5,0.0,0,0,5.1,98,Day,253.1
2024-01-10T17:00,15.7,71,14.7,0.0,0,0,7.8,124,Day,63.6
2024-01-10T18:00,12.9,85,11.6,0.0,0,0,9.8,126,Night,0.0
2024-01-10T19:00,10.9,87,9.8,0.0,0,0,5.4,127,Night,0.0
2024-01-10T20:00,11.7,76,10.6,0.0,0,0,3.3,131,Night,0.0
2024-01-10T21:00,10.4,87,9.1,0.0,1,22,6.4,52,Night,0.0
2024-01-10T22:00,9.9,86,8.3,0.0,0,15,6.5,56,Night,0.0
2024-01-10T23:00,11.5,74,10.2,0.0,0,14,3.8,17,Night,0.0
2024-01-11T00:00,8.7,88,7.2,0.0,1,29,5.2,344,Night,0.0
2024-01-11T01:00,8.1,94,6.5,0.0,1,41,6.3,329,Night,0.0
2024-01-11T02:00,8.8,96,7.7,0.0,2,75,4.3,336,Night,0.0
2024-01-11T03:00,9.1,95,8.1,0.0,3,92,4.0,10,Night,0.0
2024-01-11T04:00,9.0,92,7.7,0.0,3,95,4.9,36,Night,0.0
2024-01-11T05:00,8.8,82,7.0,0.0,3,96,5.3,62,Night,0.0
2024-01-11T06:00,9.0,80,7.4,0.0,3,100,4.4,81,Night,0.0
2024-01-11T07:00,8.4,81,6.5,0.0,3,100,5.1,98,Day,0.0
2024-01-11T08:00,10.2,73,8.4,0.0,3,100,4.8,103,Day,88.8
2024-01-11T09:00,11.1,71,9.4,0.0,3,99,5.4,110,Day,158.5
2024-01-11T10:00,12.1,66,10.6,0.0,3,99,3.6,90,Day,305.8
2024-01-11T11:00,13.0,62,11.7,0.0,1,39,1.8,79,Day,400.6
2024-01-11T12:00,14.2,56,12.9,0.0,0,8,2.7,113,Day,591.8
2024-01-11T13:00,15.0,54,13.9,0.0,0,4,4.5,119,Day,637.4
2024-01-11T14:00,15.6,51,14.1,0.0,0,7,5.2,115,Day,564.5
2024-01-11T15:00,15.7,51,13.6,0.0,0,3,7.2,117,Day,432.9
2024-01-11T16:00,14.9,55,12.5,0.0,0,0,9.7,121,Day,256.0
2024-01-11T17:00,12.8,65,10.5,0.0,0,0,9.7,121,Day,65.6
2024-01-11T18:00,10.4,77,8.6,0.0,0,0,6.2,126,Night,0.0
2024-01-11T19:00,8.7,86,6.8,0.0,0,0,6.6,131,Night,0.0
2024-01-11T20:00,9.2,80,7.4,0.0,0,0,5.4,132,Night,0.0
2024-01-11T21:00,10.2,79,8.9,0.0,0,0,3.3,131,Night,0.0
2024-01-11T22:00,9.8,84,8.8,0.0,0,1,2.2,171,Night,0.0
2024-01-11T23:00,9.4,88,8.5,0.0,0,7,1.9,248,Night,0.0
2024-01-12T00:00,9.0,93,7.9,0.0,0,12,3.9,304,Night,0.0
2024-01-12T01:00,8.2,98,7.1,0.0,0,16,4.5,299,Night,0.0
2024-01-12T02:00,7.5,100,6.2,0.0,3,98,4.5,284,Night,0.0
2024-01-12T03:00,6.0,100,4.3,0.0,3,97,4.9,287,Night,0.0
2024-01-12T04:00,5.3,100,3.3,0.0,3,96,6.0,295,Night,0.0
2024-01-12T05:00,5.3,100,3.3,0.0,3,96,5.8,300,Night,0.0
2024-01-12T06:00,5.3,100,3.3,0.0,3,96,5.5,302,Night,0.0
2024-01-12T07:00,5.8,99,3.9,0.0,2,64,5.7,288,Day,0.0
2024-01-12T08:00,8.1,88,6.8,0.0,1,40,3.1,291,Day,118.4
2024-01-12T09:00,10.4,80,9.4,0.0,1,39,1.8,307,Day,286.4
2024-01-12T10:00,12.6,71,11.6,0.0,1,23,2.2,9,Day,453.1
2024-01-12T11:00,14.9,60,14.0,0.0,0,1,2.1,31,Day,603.2
2024-01-12T12:00,16.9,49,16.4,0.0,0,0,2.2,90,Day,678.9
2024-01-12T13:00,18.4,42,17.5,0.0,0,0,4.0,117,Day,665.0
2024-01-12T14:00,19.2,39,17.6,0.0,0,0,5.7,125,Day,582.5
2024-01-12T15:00,19.3,39,17.0,0.0,0,0,8.0,126,Day,441.1
2024-01-12T16:00,18.4,44,16.1,0.0,0,0,9.3,126,Day,257.3
2024-01-12T17:00,15.8,58,14.3,0.0,0,0,5.6,117,Day,67.5
2024-01-12T18:00,11.7,74,9.8,0.0,0,0,8.7,132,Night,0.0
2024-01-12T19:00,11.7,76,10.0,0.0,0,0,7.1,139,Night,0.0
2024-01-12T20:00,12.6,74,11.7,0.0,0,0,3.0,104,Night,0.0
2024-01-12T21:00,12.1,79,11.5,0.0,0,0,1.6,207,Night,0.0
2024-01-12T22:00,11.3,84,10.7,0.0,0,0,2.2,270,Night,0.0
2024-01-12T23:00,10.7,89,9.8,0.0,0,0,4.1,308,Night,0.0
2024-01-13T00:00,10.1,93,9.3,0.0,0,0,4.0,297,Night,0.0
2024-01-13T01:00,9.9,93,9.1,0.0,0,0,4.0,270,Night,0.0
2024-01-13T02:00,9.7,93,8.8,0.0,0,0,3.6,264,Night,0.0
2024-01-13T03:00,9.4,93,8.4,0.0,0,0,3.6,276,Night,0.0
2024-01-13T04:00,9.2,92,8.0,0.0,0,0,4.7,274,Night,0.0
2024-01-13T05:00,9.2,89,7.9,0.0,0,0,4.7,270,Night,0.0
2024-01-13T06:00,9.2,85,7.7,0.0,0,0,5.0,270,Night,0.0
2024-01-13T07:00,9.2,83,7.6,0.0,0,0,4.7,261,Day,0.0
2024-01-13T08:00,9.6,81,8.3,0.0,0,0,3.3,257,Day,148.1
2024-01-13T09:00,12.1,75,11.2,0.0,0,0,1.9,292,Day,347.8
2024-01-13T10:00,15.2,60,14.2,0.0,0,0,2.5,278,Day,523.9
2024-01-13T11:00,17.9,47,17.1,0.0,0,0,2.0,225,Day,646.2
2024-01-13T12:00,19.7,40,19.1,0.0,0,0,3.2,153,Day,702.5
2024-01-13T13:00,20.8,35,19.5,0.0,0,0,6.9,133,Day,684.8
2024-01-13T14:00,21.3,27,18.5,0.0,0,0,10.0,120,Day,600.5
2024-01-13T15:00,20.7,26,16.9,0.0,0,0,12.2,114,Day,457.2
2024-01-13T16:00,19.2,31,15.8,0.0,0,0,11.1,119,Day,269.5
2024-01-13T17:00,15.9,49,14.0,0.0,0,0,5.6,140,Day,72.9
2024-01-13T18:00,12.8,58,10.4,0.0,0,0,7.9,150,Night,0.0
2024-01-13T19:00,13.9,57,12.1,0.0,0,0,4.3,132,Night,0.0
2024-01-13T20:00,12.0,69,11.0,0.0,0,0,1.1,72,Night,0.0
2024-01-13T21:00,11.4,76,10.5,0.0,0,0,2.0,315,Night,0.0
2024-01-13T22:00,9.4,87,7.9,0.0,0,2,5.9,308,Night,0.0
2024-01-13T23:00,8.1,92,6.4,0.0,0,17,6.9,313,Night,0.0
2024-01-14T00:00,7.4,94,5.4,0.0,1,20,7.9,313,Night,0.0
2024-01-14T01:00,8.5,91,7.0,0.0,2,76,5.9,308,Night,0.0
2024-01-14T02:00,9.4,83,7.8,0.0,1,39,5.1,309,Night,0.0
2024-01-14T03:00,8.4,85,6.6,0.0,1,25,6.1,315,Night,0.0
2024-01-14T04:00,7.6,88,5.4,0.0,0,15,8.1,315,Night,0.0
2024-01-14T05:00,7.1,90,4.7,0.0,0,7,9.2,318,Night,0.0
2024-01-14T06:00,7.0,92,4.6,0.0,0,4,9.4,313,Night,0.0
2024-01-14T07:00,7.0,94,4.7,0.0,0,2,9.3,306,Day,0.0
2024-01-14T08:00,10.8,87,9.4,0.0,0,2,7.1,300,Day,133.2
2024-01-14T09:00,13.5,70,12.3,0.0,0,0,5.5,293,Day,324.8
2024-01-14T10:00,17.3,55,16.0,0.0,0,0,5.6,297,Day,496.6
2024-01-14T11:00,19.8,51,19.1,0.0,0,0,5.4,307,Day,616.3
2024-01-14T12:00,21.3,50,21.9,0.0,0,0,2.0,315,Day,672.0
2024-01-14T13:00,22.1,49,23.1,0.0,0,0,0.7,180,Day,656.6
2024-01-14T14:00,22.5,48,23.0,0.0,0,0,2.2,171,Day,572.8
2024-01-14T15:00,22.6,48,22.5,0.0,0,1,2.9,150,Day,432.2
2024-01-14T16:00,22.2,49,21.8,0.0,0,5,4.7,148,Day,249.2
2024-01-14T17:00,19.8,61,19.6,0.0,0,0,5.6,140,Day,68.0
